i,similarity_value,model_name
2401,0.86711174,LongCLIP
2451,0.86412275,LongCLIP
2501,0.86354613,LongCLIP
2551,0.8638524,LongCLIP
2601,0.86448115,LongCLIP
2651,0.86377513,LongCLIP
2701,0.86662406,LongCLIP
2751,0.8680328,LongCLIP
2801,0.86764365,LongCLIP
2851,0.8673148,LongCLIP
2901,0.8679459,LongCLIP
2951,0.8669827,LongCLIP
3001,0.8628514,LongCLIP
3051,0.86386424,LongCLIP
3101,0.86481595,LongCLIP
3151,0.8670294,LongCLIP
3201,0.86738366,LongCLIP
3251,0.8699283,LongCLIP
3301,0.8724335,LongCLIP
3351,0.87441766,LongCLIP
3401,0.87296724,LongCLIP
3451,0.87366927,LongCLIP
3501,0.8735689,LongCLIP
3551,0.8724594,LongCLIP
3601,0.8724726,LongCLIP
3651,0.8722203,LongCLIP
3701,0.87205815,LongCLIP
3751,0.8735585,LongCLIP
3801,0.8735934,LongCLIP
3851,0.8726764,LongCLIP
3901,0.87283015,LongCLIP
3951,0.8743304,LongCLIP
4001,0.8745017,LongCLIP
4051,0.8742778,LongCLIP
4101,0.8740327,LongCLIP
4151,0.8742684,LongCLIP
4201,0.87452203,LongCLIP
4251,0.87362885,LongCLIP
4301,0.8751683,LongCLIP
4351,0.87515396,LongCLIP
4401,0.8741114,LongCLIP
4451,0.87365496,LongCLIP
4501,0.8740303,LongCLIP
4551,0.8742582,LongCLIP
4601,0.87461805,LongCLIP
4651,0.8750979,LongCLIP
4701,0.8749028,LongCLIP
4751,0.87429553,LongCLIP
4801,0.8752389,LongCLIP
4851,0.87462354,LongCLIP
4901,0.87520015,LongCLIP
4951,0.87563854,LongCLIP
5001,0.8755695,LongCLIP
5051,0.8752245,LongCLIP
5101,0.8742136,LongCLIP
5151,0.874545,LongCLIP
5201,0.87292325,LongCLIP
5251,0.8726425,LongCLIP
5301,0.87253416,LongCLIP
5351,0.87201285,LongCLIP
5401,0.87238383,LongCLIP
5451,0.8723156,LongCLIP
5501,0.8729204,LongCLIP
5551,0.87286645,LongCLIP
5601,0.87282455,LongCLIP
5651,0.87310195,LongCLIP
5701,0.87279737,LongCLIP
5751,0.8713754,LongCLIP
5801,0.8716134,LongCLIP
5851,0.8705411,LongCLIP
5901,0.8697709,LongCLIP
5951,0.868802,LongCLIP
6001,0.86917424,LongCLIP
6051,0.8692135,LongCLIP
6101,0.868451,LongCLIP
6151,0.8674438,LongCLIP
6201,0.8681183,LongCLIP
6251,0.8683122,LongCLIP
6301,0.86864614,LongCLIP
6351,0.868909,LongCLIP
6401,0.8686676,LongCLIP
6451,0.8685037,LongCLIP
6501,0.86956155,LongCLIP
6551,0.86886925,LongCLIP
6601,0.8679177,LongCLIP
6651,0.86731076,LongCLIP
6701,0.8676729,LongCLIP
6751,0.8670538,LongCLIP
6801,0.8668097,LongCLIP
6851,0.86634266,LongCLIP
6901,0.8665666,LongCLIP
6951,0.8657003,LongCLIP
7001,0.8668241,LongCLIP
7051,0.8666486,LongCLIP
7101,0.8666286,LongCLIP
7151,0.8665019,LongCLIP
7201,0.866518,LongCLIP
7251,0.8668388,LongCLIP
7301,0.86673266,LongCLIP
7351,0.86722064,LongCLIP
7401,0.86972725,LongCLIP
7451,0.86945,LongCLIP
7501,0.87017673,LongCLIP
7551,0.8699771,LongCLIP
7601,0.8701639,LongCLIP
7651,0.8699689,LongCLIP
7701,0.8689966,LongCLIP
7751,0.8683915,LongCLIP
7801,0.8686,LongCLIP
7851,0.868912,LongCLIP
7901,0.8685063,LongCLIP
7951,0.86899567,LongCLIP
8001,0.8697866,LongCLIP
8051,0.8699671,LongCLIP
8101,0.870507,LongCLIP
8151,0.87038285,LongCLIP
8201,0.8716332,LongCLIP
8251,0.87161654,LongCLIP
8301,0.87205124,LongCLIP
8351,0.8718858,LongCLIP
8401,0.8715671,LongCLIP
8451,0.86892855,LongCLIP
8501,0.86865914,LongCLIP
8551,0.8697574,LongCLIP
8601,0.87005866,LongCLIP
8651,0.8700325,LongCLIP
8701,0.87057686,LongCLIP
8751,0.87104857,LongCLIP
8801,0.87088215,LongCLIP
8851,0.87070566,LongCLIP
8901,0.87117517,LongCLIP
8951,0.87140393,LongCLIP
9001,0.8714833,LongCLIP
9051,0.87152374,LongCLIP
9101,0.8715831,LongCLIP
9151,0.8715884,LongCLIP
9201,0.8722645,LongCLIP
9251,0.8723686,LongCLIP
9301,0.87207025,LongCLIP
9351,0.87187576,LongCLIP
9401,0.8715253,LongCLIP
9451,0.8716542,LongCLIP
9501,0.8708614,LongCLIP
9551,0.8705715,LongCLIP
9601,0.8703183,LongCLIP
9651,0.87028456,LongCLIP
9701,0.87012804,LongCLIP
9751,0.86885417,LongCLIP
9801,0.86919516,LongCLIP
9851,0.8698145,LongCLIP
9901,0.8689426,LongCLIP
9951,0.8688935,LongCLIP
10001,0.8675077,LongCLIP
10051,0.867665,LongCLIP
10101,0.8674358,LongCLIP
10151,0.86694443,LongCLIP
10201,0.86661816,LongCLIP
10251,0.8672104,LongCLIP
10301,0.8673785,LongCLIP
10351,0.8674525,LongCLIP
10401,0.8678655,LongCLIP
10451,0.86757135,LongCLIP
10501,0.8679166,LongCLIP
10551,0.86787,LongCLIP
10601,0.86775875,LongCLIP
10651,0.86764735,LongCLIP
10701,0.86761355,LongCLIP
10751,0.8684509,LongCLIP
10801,0.86841977,LongCLIP
10851,0.8681396,LongCLIP
10901,0.86806154,LongCLIP
10951,0.8677733,LongCLIP
11001,0.86748207,LongCLIP
11051,0.86689216,LongCLIP
11101,0.86691177,LongCLIP
11151,0.86722106,LongCLIP
11201,0.86747086,LongCLIP
11251,0.8673842,LongCLIP
11301,0.8679701,LongCLIP
11351,0.86747515,LongCLIP
11401,0.8675084,LongCLIP
11451,0.86742055,LongCLIP
11501,0.86733407,LongCLIP
11551,0.8675552,LongCLIP
11601,0.8672118,LongCLIP
11651,0.867679,LongCLIP
11701,0.8678452,LongCLIP
11751,0.86799324,LongCLIP
11801,0.8684633,LongCLIP
11851,0.86896855,LongCLIP
11901,0.86866766,LongCLIP
11951,0.868773,LongCLIP
12001,0.869109,LongCLIP
12051,0.8686075,LongCLIP
12101,0.86824405,LongCLIP
12151,0.86737484,LongCLIP
12201,0.8670395,LongCLIP
12251,0.8672764,LongCLIP
12301,0.8674885,LongCLIP
12351,0.8684313,LongCLIP
12401,0.86897355,LongCLIP
12451,0.86882615,LongCLIP
12501,0.8685969,LongCLIP
12551,0.8686013,LongCLIP
12601,0.86859375,LongCLIP
12651,0.8688107,LongCLIP
12701,0.8691509,LongCLIP
12751,0.8691457,LongCLIP
12801,0.8694051,LongCLIP
12851,0.8700552,LongCLIP
12901,0.86947405,LongCLIP
12951,0.8695655,LongCLIP
1,0.2706157,ViT-B-16
51,0.38022244,ViT-B-16
101,0.34284282,ViT-B-16
151,0.36960337,ViT-B-16
201,0.3792162,ViT-B-16
251,0.33073956,ViT-B-16
301,0.6059345,ViT-B-16
351,0.5861987,ViT-B-16
401,0.5752891,ViT-B-16
451,0.5041924,ViT-B-16
501,0.2552657,ViT-B-16
551,0.5492759,ViT-B-16
601,0.5812048,ViT-B-16
651,0.60744476,ViT-B-16
701,0.60560685,ViT-B-16
751,0.631093,ViT-B-16
801,0.63674855,ViT-B-16
851,0.6577369,ViT-B-16
901,0.66730523,ViT-B-16
951,0.6702056,ViT-B-16
1001,0.67254573,ViT-B-16
1051,0.67150456,ViT-B-16
1101,0.67205536,ViT-B-16
1151,0.67581964,ViT-B-16
1201,0.6705034,ViT-B-16
1251,0.67418885,ViT-B-16
1301,0.67868626,ViT-B-16
1351,0.68307805,ViT-B-16
1401,0.68988425,ViT-B-16
1451,0.6881529,ViT-B-16
1501,0.6846823,ViT-B-16
1551,0.7487545,ViT-B-16
1601,0.74307704,ViT-B-16
1651,0.7447082,ViT-B-16
1701,0.7410217,ViT-B-16
1751,0.7385397,ViT-B-16
1801,0.7342653,ViT-B-16
1851,0.734962,ViT-B-16
1901,0.7332847,ViT-B-16
1951,0.7344006,ViT-B-16
2001,0.7398745,ViT-B-16
2051,0.7405913,ViT-B-16
2101,0.74002343,ViT-B-16
2151,0.7415427,ViT-B-16
2201,0.7449281,ViT-B-16
2251,0.7450458,ViT-B-16
2301,0.74490756,ViT-B-16
2351,0.746913,ViT-B-16
2401,0.7464652,ViT-B-16
2451,0.74008465,ViT-B-16
2501,0.7395636,ViT-B-16
2551,0.738737,ViT-B-16
2601,0.73910487,ViT-B-16
2651,0.7417159,ViT-B-16
2701,0.74159443,ViT-B-16
2751,0.7428291,ViT-B-16
2801,0.7447957,ViT-B-16
2851,0.74002373,ViT-B-16
2901,0.73940414,ViT-B-16
2951,0.73733246,ViT-B-16
3001,0.7247498,ViT-B-16
3051,0.73151284,ViT-B-16
3101,0.7311046,ViT-B-16
3151,0.7324717,ViT-B-16
3201,0.73480976,ViT-B-16
3251,0.74643075,ViT-B-16
3301,0.7483903,ViT-B-16
3351,0.74555826,ViT-B-16
3401,0.7466605,ViT-B-16
3451,0.7438828,ViT-B-16
3501,0.74074686,ViT-B-16
3551,0.7395357,ViT-B-16
3601,0.740129,ViT-B-16
3651,0.73991454,ViT-B-16
3701,0.7400533,ViT-B-16
3751,0.7414104,ViT-B-16
3801,0.744035,ViT-B-16
3851,0.7445704,ViT-B-16
3901,0.74483,ViT-B-16
3951,0.74301785,ViT-B-16
4001,0.74252653,ViT-B-16
4051,0.742455,ViT-B-16
4101,0.7422961,ViT-B-16
4151,0.7441937,ViT-B-16
4201,0.7448196,ViT-B-16
4251,0.7397925,ViT-B-16
4301,0.7409583,ViT-B-16
4351,0.7401501,ViT-B-16
4401,0.7426318,ViT-B-16
4451,0.7412814,ViT-B-16
4501,0.7415376,ViT-B-16
4551,0.74192286,ViT-B-16
4601,0.7427323,ViT-B-16
4651,0.7425245,ViT-B-16
4701,0.7433905,ViT-B-16
4751,0.7436739,ViT-B-16
4801,0.747546,ViT-B-16
4851,0.7462331,ViT-B-16
4901,0.74655795,ViT-B-16
4951,0.7448976,ViT-B-16
5001,0.74510527,ViT-B-16
5051,0.7434266,ViT-B-16
5101,0.7433045,ViT-B-16
5151,0.7427253,ViT-B-16
5201,0.7387844,ViT-B-16
5251,0.73844576,ViT-B-16
5301,0.7389288,ViT-B-16
5351,0.73844355,ViT-B-16
5401,0.73837215,ViT-B-16
5451,0.73917407,ViT-B-16
5501,0.7388807,ViT-B-16
5551,0.738366,ViT-B-16
5601,0.7365627,ViT-B-16
5651,0.73849607,ViT-B-16
5701,0.73927397,ViT-B-16
5751,0.7379352,ViT-B-16
5801,0.7390152,ViT-B-16
5851,0.73755825,ViT-B-16
5901,0.73887444,ViT-B-16
5951,0.7392069,ViT-B-16
6001,0.73990583,ViT-B-16
6051,0.739986,ViT-B-16
6101,0.73917985,ViT-B-16
6151,0.7399347,ViT-B-16
6201,0.74187344,ViT-B-16
6251,0.74215174,ViT-B-16
6301,0.74209845,ViT-B-16
6351,0.7440415,ViT-B-16
6401,0.7442863,ViT-B-16
6451,0.74397737,ViT-B-16
6501,0.7432393,ViT-B-16
6551,0.7419061,ViT-B-16
6601,0.7408435,ViT-B-16
6651,0.7402826,ViT-B-16
6701,0.73900425,ViT-B-16
6751,0.73773545,ViT-B-16
6801,0.7368231,ViT-B-16
6851,0.7365471,ViT-B-16
6901,0.7347431,ViT-B-16
6951,0.7333955,ViT-B-16
7001,0.7338377,ViT-B-16
7051,0.73257124,ViT-B-16
7101,0.7337618,ViT-B-16
7151,0.7337446,ViT-B-16
7201,0.73187757,ViT-B-16
7251,0.73024905,ViT-B-16
7301,0.72995067,ViT-B-16
7351,0.72969854,ViT-B-16
7401,0.7326965,ViT-B-16
7451,0.73234993,ViT-B-16
7501,0.73187727,ViT-B-16
7551,0.73093057,ViT-B-16
7601,0.7306963,ViT-B-16
7651,0.7311713,ViT-B-16
7701,0.7318474,ViT-B-16
7751,0.7319541,ViT-B-16
7801,0.73180735,ViT-B-16
7851,0.73203224,ViT-B-16
7901,0.7325796,ViT-B-16
7951,0.7341579,ViT-B-16
8001,0.73320746,ViT-B-16
8051,0.7327099,ViT-B-16
8101,0.73293257,ViT-B-16
8151,0.73265916,ViT-B-16
8201,0.7353873,ViT-B-16
8251,0.73556113,ViT-B-16
8301,0.73587406,ViT-B-16
8351,0.7364465,ViT-B-16
8401,0.7378492,ViT-B-16
8451,0.73504925,ViT-B-16
8501,0.7345214,ViT-B-16
8551,0.7370415,ViT-B-16
8601,0.7399006,ViT-B-16
8651,0.7396811,ViT-B-16
8701,0.7386767,ViT-B-16
8751,0.7384148,ViT-B-16
8801,0.7378322,ViT-B-16
8851,0.7373217,ViT-B-16
8901,0.7372478,ViT-B-16
8951,0.73627174,ViT-B-16
9001,0.7362336,ViT-B-16
9051,0.73621213,ViT-B-16
9101,0.73536706,ViT-B-16
9151,0.7365643,ViT-B-16
9201,0.7373196,ViT-B-16
9251,0.737687,ViT-B-16
9301,0.73705745,ViT-B-16
9351,0.7373277,ViT-B-16
9401,0.7373154,ViT-B-16
9451,0.73745143,ViT-B-16
9501,0.7369643,ViT-B-16
9551,0.73652375,ViT-B-16
9601,0.7350893,ViT-B-16
9651,0.73385733,ViT-B-16
9701,0.73443824,ViT-B-16
9751,0.73324263,ViT-B-16
9801,0.7335918,ViT-B-16
9851,0.733403,ViT-B-16
9901,0.73185587,ViT-B-16
9951,0.7319869,ViT-B-16
10001,0.7309186,ViT-B-16
10051,0.7333793,ViT-B-16
10101,0.7330611,ViT-B-16
10151,0.73458064,ViT-B-16
10201,0.73444307,ViT-B-16
10251,0.7350733,ViT-B-16
10301,0.73564845,ViT-B-16
10351,0.73565423,ViT-B-16
10401,0.7362187,ViT-B-16
10451,0.7361213,ViT-B-16
10501,0.73654586,ViT-B-16
10551,0.7370885,ViT-B-16
10601,0.73763365,ViT-B-16
10651,0.73765934,ViT-B-16
10701,0.7375876,ViT-B-16
10751,0.7386748,ViT-B-16
10801,0.7389325,ViT-B-16
10851,0.73877794,ViT-B-16
10901,0.7382859,ViT-B-16
10951,0.73756826,ViT-B-16
11001,0.73890114,ViT-B-16
11051,0.7380154,ViT-B-16
11101,0.73855305,ViT-B-16
11151,0.7391356,ViT-B-16
11201,0.73967755,ViT-B-16
11251,0.7395277,ViT-B-16
11301,0.7392288,ViT-B-16
11351,0.7388371,ViT-B-16
11401,0.7396102,ViT-B-16
11451,0.7397188,ViT-B-16
11501,0.739668,ViT-B-16
11551,0.7398448,ViT-B-16
11601,0.73932123,ViT-B-16
11651,0.74058145,ViT-B-16
11701,0.7411841,ViT-B-16
11751,0.74170935,ViT-B-16
11801,0.7412533,ViT-B-16
11851,0.7412766,ViT-B-16
11901,0.740611,ViT-B-16
11951,0.7427283,ViT-B-16
12001,0.7422464,ViT-B-16
12051,0.7414595,ViT-B-16
12101,0.7415339,ViT-B-16
12151,0.7402735,ViT-B-16
12201,0.74059737,ViT-B-16
12251,0.74091995,ViT-B-16
12301,0.74090284,ViT-B-16
12351,0.7433522,ViT-B-16
12401,0.7434716,ViT-B-16
12451,0.7435924,ViT-B-16
12501,0.7433927,ViT-B-16
12551,0.7436615,ViT-B-16
12601,0.74367315,ViT-B-16
12651,0.74334395,ViT-B-16
12701,0.74346054,ViT-B-16
12751,0.7438813,ViT-B-16
12801,0.743331,ViT-B-16
12851,0.74571353,ViT-B-16
12901,0.7450374,ViT-B-16
12951,0.74502367,ViT-B-16
1,0.28815573,ConvNext-Large
51,0.45506537,ConvNext-Large
101,0.4121592,ConvNext-Large
151,0.5067065,ConvNext-Large
201,0.46406263,ConvNext-Large
251,0.43828636,ConvNext-Large
301,0.64122957,ConvNext-Large
351,0.6143898,ConvNext-Large
401,0.5208962,ConvNext-Large
451,0.35386333,ConvNext-Large
501,0.29164863,ConvNext-Large
551,0.3989079,ConvNext-Large
601,-0.07246133,ConvNext-Large
651,0.07256857,ConvNext-Large
701,0.07252961,ConvNext-Large
751,0.07257359,ConvNext-Large
801,0.3824003,ConvNext-Large
851,0.4661224,ConvNext-Large
901,0.50122833,ConvNext-Large
951,0.56417906,ConvNext-Large
1001,0.6229614,ConvNext-Large
1051,0.5989523,ConvNext-Large
1101,0.634419,ConvNext-Large
1151,0.6021315,ConvNext-Large
1201,0.6281984,ConvNext-Large
1251,0.64489055,ConvNext-Large
1301,0.6524948,ConvNext-Large
1351,0.6571745,ConvNext-Large
1401,0.6510967,ConvNext-Large
1451,0.6604815,ConvNext-Large
1501,0.673553,ConvNext-Large
1551,0.7065464,ConvNext-Large
1601,0.7110541,ConvNext-Large
1651,0.71416736,ConvNext-Large
1701,0.7191651,ConvNext-Large
1751,0.7055187,ConvNext-Large
1801,0.71717656,ConvNext-Large
1851,0.7227568,ConvNext-Large
1901,0.709358,ConvNext-Large
1951,0.70563483,ConvNext-Large
2001,0.70841235,ConvNext-Large
2051,0.7296727,ConvNext-Large
2101,0.73892313,ConvNext-Large
2151,0.7480434,ConvNext-Large
2201,0.7535182,ConvNext-Large
2251,0.7518274,ConvNext-Large
2301,0.7476862,ConvNext-Large
2351,0.7504354,ConvNext-Large
2401,0.75191236,ConvNext-Large
2451,0.7485236,ConvNext-Large
2501,0.7526455,ConvNext-Large
2551,0.7507202,ConvNext-Large
2601,0.7533395,ConvNext-Large
2651,0.7573638,ConvNext-Large
2701,0.7579154,ConvNext-Large
2751,0.7570209,ConvNext-Large
2801,0.75519603,ConvNext-Large
2851,0.7530552,ConvNext-Large
2901,0.73938084,ConvNext-Large
2951,0.7398536,ConvNext-Large
3001,0.7288484,ConvNext-Large
3051,0.7332299,ConvNext-Large
3101,0.7361456,ConvNext-Large
3151,0.74065775,ConvNext-Large
3201,0.73793614,ConvNext-Large
3251,0.7515489,ConvNext-Large
3301,0.7530284,ConvNext-Large
3351,0.7534607,ConvNext-Large
3401,0.7532579,ConvNext-Large
3451,0.7537161,ConvNext-Large
3501,0.7435192,ConvNext-Large
3551,0.7470305,ConvNext-Large
3601,0.7481575,ConvNext-Large
3651,0.74723375,ConvNext-Large
3701,0.7451098,ConvNext-Large
3751,0.74193263,ConvNext-Large
3801,0.74118114,ConvNext-Large
3851,0.7427889,ConvNext-Large
3901,0.7414675,ConvNext-Large
3951,0.7424479,ConvNext-Large
4001,0.74387217,ConvNext-Large
4051,0.74722517,ConvNext-Large
4101,0.74758446,ConvNext-Large
4151,0.75053835,ConvNext-Large
4201,0.75007,ConvNext-Large
4251,0.7485727,ConvNext-Large
4301,0.7547759,ConvNext-Large
4351,0.7548342,ConvNext-Large
4401,0.7534653,ConvNext-Large
4451,0.7522229,ConvNext-Large
4501,0.7537316,ConvNext-Large
4551,0.7542845,ConvNext-Large
4601,0.757048,ConvNext-Large
4651,0.7559039,ConvNext-Large
4701,0.7581976,ConvNext-Large
4751,0.7574072,ConvNext-Large
4801,0.7584129,ConvNext-Large
4851,0.75873643,ConvNext-Large
4901,0.76018816,ConvNext-Large
4951,0.76054853,ConvNext-Large
5001,0.7623037,ConvNext-Large
5051,0.7616191,ConvNext-Large
5101,0.761608,ConvNext-Large
5151,0.7613467,ConvNext-Large
5201,0.7605335,ConvNext-Large
5251,0.7621151,ConvNext-Large
5301,0.7616688,ConvNext-Large
5351,0.7608491,ConvNext-Large
5401,0.7601359,ConvNext-Large
5451,0.74981284,ConvNext-Large
5501,0.7468797,ConvNext-Large
5551,0.7461531,ConvNext-Large
5601,0.7476015,ConvNext-Large
5651,0.7480629,ConvNext-Large
5701,0.7494463,ConvNext-Large
5751,0.74296075,ConvNext-Large
5801,0.742205,ConvNext-Large
5851,0.74230105,ConvNext-Large
5901,0.74079704,ConvNext-Large
5951,0.7402776,ConvNext-Large
6001,0.7432553,ConvNext-Large
6051,0.74268496,ConvNext-Large
6101,0.74407554,ConvNext-Large
6151,0.7433973,ConvNext-Large
6201,0.7451293,ConvNext-Large
6251,0.7434784,ConvNext-Large
6301,0.7444761,ConvNext-Large
6351,0.7489885,ConvNext-Large
6401,0.7481221,ConvNext-Large
6451,0.74933034,ConvNext-Large
6501,0.74617046,ConvNext-Large
6551,0.74540657,ConvNext-Large
6601,0.7446739,ConvNext-Large
6651,0.74462855,ConvNext-Large
6701,0.7420009,ConvNext-Large
6751,0.74051595,ConvNext-Large
6801,0.7397363,ConvNext-Large
6851,0.73749727,ConvNext-Large
6901,0.73645747,ConvNext-Large
6951,0.74359906,ConvNext-Large
7001,0.745595,ConvNext-Large
7051,0.7460131,ConvNext-Large
7101,0.74390924,ConvNext-Large
7151,0.7434236,ConvNext-Large
7201,0.74167645,ConvNext-Large
7251,0.7390015,ConvNext-Large
7301,0.7392717,ConvNext-Large
7351,0.73699605,ConvNext-Large
7401,0.7380544,ConvNext-Large
7451,0.7363202,ConvNext-Large
7501,0.73563874,ConvNext-Large
7551,0.7358982,ConvNext-Large
7601,0.73394144,ConvNext-Large
7651,0.7335736,ConvNext-Large
7701,0.731955,ConvNext-Large
7751,0.7330142,ConvNext-Large
7801,0.7319205,ConvNext-Large
7851,0.73346764,ConvNext-Large
7901,0.7318822,ConvNext-Large
7951,0.73196214,ConvNext-Large
8001,0.731533,ConvNext-Large
8051,0.72783446,ConvNext-Large
8101,0.7297896,ConvNext-Large
8151,0.7313371,ConvNext-Large
8201,0.73410463,ConvNext-Large
8251,0.7314478,ConvNext-Large
8301,0.73047006,ConvNext-Large
8351,0.7329093,ConvNext-Large
8401,0.7334605,ConvNext-Large
8451,0.7079152,ConvNext-Large
8501,0.70651525,ConvNext-Large
8551,0.70929587,ConvNext-Large
8601,0.7158853,ConvNext-Large
8651,0.71618223,ConvNext-Large
8701,0.721207,ConvNext-Large
8751,0.7201457,ConvNext-Large
8801,0.72152853,ConvNext-Large
8851,0.7218755,ConvNext-Large
8901,0.7191707,ConvNext-Large
8951,0.71545124,ConvNext-Large
9001,0.7172024,ConvNext-Large
9051,0.7182259,ConvNext-Large
9101,0.71755767,ConvNext-Large
9151,0.719043,ConvNext-Large
9201,0.71919787,ConvNext-Large
9251,0.71922255,ConvNext-Large
9301,0.7284016,ConvNext-Large
9351,0.7292489,ConvNext-Large
9401,0.72925484,ConvNext-Large
9451,0.72961944,ConvNext-Large
9501,0.7279028,ConvNext-Large
9551,0.727462,ConvNext-Large
9601,0.7272814,ConvNext-Large
9651,0.72774327,ConvNext-Large
9701,0.7319529,ConvNext-Large
9751,0.7313104,ConvNext-Large
9801,0.7323012,ConvNext-Large
9851,0.7334003,ConvNext-Large
9901,0.73296976,ConvNext-Large
9951,0.7339957,ConvNext-Large
10001,0.73339,ConvNext-Large
10051,0.7342986,ConvNext-Large
10101,0.7347267,ConvNext-Large
10151,0.7343832,ConvNext-Large
10201,0.7356775,ConvNext-Large
10251,0.7349874,ConvNext-Large
10301,0.7372285,ConvNext-Large
10351,0.7361813,ConvNext-Large
10401,0.7419555,ConvNext-Large
10451,0.74881136,ConvNext-Large
10501,0.75374824,ConvNext-Large
10551,0.7540622,ConvNext-Large
10601,0.75361204,ConvNext-Large
10651,0.75282264,ConvNext-Large
10701,0.7535056,ConvNext-Large
10751,0.75694484,ConvNext-Large
10801,0.7564422,ConvNext-Large
10851,0.7566401,ConvNext-Large
10901,0.75749284,ConvNext-Large
10951,0.75184214,ConvNext-Large
11001,0.75242484,ConvNext-Large
11051,0.7502302,ConvNext-Large
11101,0.75016844,ConvNext-Large
11151,0.75016296,ConvNext-Large
11201,0.7500925,ConvNext-Large
11251,0.74965787,ConvNext-Large
11301,0.75373685,ConvNext-Large
11351,0.75386375,ConvNext-Large
11401,0.7541729,ConvNext-Large
11451,0.7539063,ConvNext-Large
11501,0.7524272,ConvNext-Large
11551,0.75163186,ConvNext-Large
11601,0.7474662,ConvNext-Large
11651,0.742802,ConvNext-Large
11701,0.74068666,ConvNext-Large
11751,0.741827,ConvNext-Large
11801,0.7419325,ConvNext-Large
11851,0.7423016,ConvNext-Large
11901,0.74440205,ConvNext-Large
11951,0.7468592,ConvNext-Large
12001,0.74760276,ConvNext-Large
12051,0.74788964,ConvNext-Large
12101,0.7496029,ConvNext-Large
12151,0.7489867,ConvNext-Large
12201,0.74738526,ConvNext-Large
12251,0.7480345,ConvNext-Large
12301,0.74945873,ConvNext-Large
12351,0.7494385,ConvNext-Large
12401,0.749981,ConvNext-Large
12451,0.74956906,ConvNext-Large
12501,0.74841666,ConvNext-Large
12551,0.74793285,ConvNext-Large
12601,0.74823546,ConvNext-Large
12651,0.7486706,ConvNext-Large
12701,0.748281,ConvNext-Large
12751,0.7483115,ConvNext-Large
12801,0.738731,ConvNext-Large
12851,0.74187595,ConvNext-Large
12901,0.7406428,ConvNext-Large
12951,0.7417236,ConvNext-Large
